assist_percentage,block_percentage,effective_field_goal_percentage,field_goal_percentage,free_throw_attempt_rate,free_throw_percentage,free_throws_per_field_goal_attempt,offensive_rating,offensive_rebound_percentage,opp_assist_percentage,opp_block_percentage,opp_effective_field_goal_percentage,opp_field_goal_percentage,opp_free_throw_attempt_rate,opp_free_throws_per_field_goal_attempt,opp_offensive_rebound_percentage,opp_three_point_attempt_rate,opp_three_point_field_goal_percentage,opp_total_rebound_percentage,opp_true_shooting_percentage,opp_turnover_percentage,opp_two_point_field_goal_percentage,pace,steal_percentage,strength_of_schedule,three_point_attempt_rate,three_point_field_goal_percentage,total_rebound_percentage,true_shooting_percentage,turnover_percentage,two_point_field_goal_percentage,win_percentage,wins,did_win
-9.4,0.1,-0.02,-0.033,0.007,-0.017,0,-7.1,2.7,0.2,0.6,0.028,0.023,0.033,0.016,-0.5,0.001,0.031,-0.4,0.024,2.3,0.017,-4.4,0,1.9,0.072,-0.003,0.4,-0.019,4.1,-0.03,-0.12,-3,1
9.4,-0.1,0.02,0.033,-0.007,0.017,0,7.1,-2.7,-0.2,-0.6,-0.028,-0.023,-0.033,-0.016,0.5,-0.001,-0.031,0.4,-0.024,-2.3,-0.017,4.4,0,-1.9,-0.072,0.003,-0.4,0.019,-4.1,0.03,0.12,3,0
-18.1,3.1,-0.05,-0.039,-0.066,-0.045,-0.058,-8.6,-0.7,8.7,2.8,0.015,0.013,0.049,0.043,6.2,-0.014,0.028,4.3,0.021,-1.9,0.002,-0.8,0,0.07,-0.029,-0.026,-4.3,-0.055,-0.6,-0.057,-0.374,-12,1
18.1,-3.1,0.05,0.039,0.066,0.045,0.058,8.6,0.7,-8.7,-2.8,-0.015,-0.013,-0.049,-0.043,-6.2,0.014,-0.028,-4.3,-0.021,1.9,-0.002,0.8,0,-0.07,0.029,0.026,4.3,0.055,0.6,0.057,0.374,12,0
10.5,4.4,0.01,-0.014,-0.16,0.078,-0.088,0,-4,2.3,-1,-0.056,-0.055,0.067,0.035,-0.8,0.063,-0.064,0.9,-0.048,0.6,-0.035,-6.4,0.3,-0.31,0.108,0.027,-0.9,0.007,-0.8,-0.012,0.236,9,1
-10.5,-4.4,-0.01,0.014,0.16,-0.078,0.088,0,4,-2.3,1,0.056,0.055,-0.067,-0.035,0.8,-0.063,0.064,-0.9,0.048,-0.6,0.035,6.4,-0.3,0.31,-0.108,-0.027,0.9,-0.007,0.8,0.012,-0.236,-9,0
3.5,1.6,0.036,0.044,-0.016,0.061,0.011,16.3,4.2,-1.7,-2.3,0,0.006,0.035,0.034,4.1,-0.019,-0.018,0.7,0.006,2.6,0.019,2.9,0.6,-2.41,-0.151,0.08,-0.7,0.038,-6.1,-0.013,0.258,9,1
-3.5,-1.6,-0.036,-0.044,0.016,-0.061,-0.011,-16.3,-4.2,1.7,2.3,0,-0.006,-0.035,-0.034,-4.1,0.019,0.018,-0.7,-0.006,-2.6,-0.019,-2.9,-0.6,2.41,0.151,-0.08,0.7,-0.038,6.1,0.013,-0.258,-9,0
-2.9,4.3,-0.003,0,0.092,-0.012,0.062,1.9,-1,-8.8,2.2,-0.025,-0.021,0.061,0.048,-6.4,-0.051,0.021,-2.5,-0.014,3.7,-0.064,5.6,1.9,-0.03,0.016,-0.03,2.5,0.004,-1.3,0.023,0.344,12,1
2.9,-4.3,0.003,0,-0.092,0.012,-0.062,-1.9,1,8.8,-2.2,0.025,0.021,-0.061,-0.048,6.4,0.051,-0.021,2.5,0.014,-3.7,0.064,-5.6,-1.9,0.03,-0.016,0.03,-2.5,-0.004,1.3,-0.023,-0.344,-12,0
-3.1,6.7,-0.024,-0.027,-0.004,-0.128,-0.049,1.9,6.7,10.9,-0.9,-0.048,-0.057,-0.017,-0.023,0.1,0.042,0.005,-2.3,-0.048,1.9,-0.088,3.2,0.3,-0.81,0.014,-0.001,2.3,-0.041,-3.8,-0.036,0.273,8,1
3.1,-6.7,0.024,0.027,0.004,0.128,0.049,-1.9,-6.7,-10.9,0.9,0.048,0.057,0.017,0.023,-0.1,-0.042,-0.005,2.3,0.048,-1.9,0.088,-3.2,-0.3,0.81,-0.014,0.001,-2.3,0.041,3.8,0.036,-0.273,-8,0
0.5,5.3,0.025,0.012,0.005,-0.039,-0.011,4,2.3,-0.7,0.7,0.011,0.001,-0.019,-0.016,-1.2,-0.006,0.052,-1.3,0.006,1.9,-0.029,-2.7,0.7,-1.65,0.093,-0.018,1.3,0.015,-0.5,0.045,0.016,1,1
-0.5,-5.3,-0.025,-0.012,-0.005,0.039,0.011,-4,-2.3,0.7,-0.7,-0.011,-0.001,0.019,0.016,1.2,0.006,-0.052,1.3,-0.006,-1.9,0.029,2.7,-0.7,1.65,-0.093,0.018,-1.3,-0.015,0.5,-0.045,-0.016,-1,0
-0.2,-0.9,-0.054,-0.044,-0.046,-0.082,-0.064,-14.5,3.1,-0.3,1.5,0.006,0.008,0.083,0.063,0,-0.02,0.003,-0.3,0.013,-1.3,0.006,-2.3,0.2,0.46,-0.029,-0.022,0.3,-0.062,4,-0.064,-0.347,-13,1
0.2,0.9,0.054,0.044,0.046,0.082,0.064,14.5,-3.1,0.3,-1.5,-0.006,-0.008,-0.083,-0.063,0,0.02,-0.003,0.3,-0.013,1.3,-0.006,2.3,-0.2,-0.46,0.029,0.022,-0.3,0.062,-4,0.064,0.347,13,0
6.7,2.9,0.112,0.072,0.026,-0.027,0.009,11.1,-3.8,0.7,1.5,-0.015,-0.024,-0.009,-0.006,1,0.034,0.013,0.4,-0.015,1.9,-0.04,0.2,1.5,-0.44,0.18,0.061,-0.4,0.096,2.4,0.106,0.25,8,1
-6.7,-2.9,-0.112,-0.072,-0.026,0.027,-0.009,-11.1,3.8,-0.7,-1.5,0.015,0.024,0.009,0.006,-1,-0.034,-0.013,-0.4,0.015,-1.9,0.04,-0.2,-1.5,0.44,-0.18,-0.061,0.4,-0.096,-2.4,-0.106,-0.25,-8,0
-1.4,-0.6,0.029,0.027,0.116,-0.008,0.077,10.8,5.8,2.6,-0.3,0.024,0.03,-0.058,-0.054,0.6,-0.03,-0.007,-2.3,0.01,1.4,0.046,4,2.7,-1.54,-0.008,0.018,2.3,0.033,-1.4,0.03,0.168,6,1
1.4,0.6,-0.029,-0.027,-0.116,0.008,-0.077,-10.8,-5.8,-2.6,0.3,-0.024,-0.03,0.058,0.054,-0.6,0.03,0.007,2.3,-0.01,-1.4,-0.046,-4,-2.7,1.54,0.008,-0.018,-2.3,-0.033,1.4,-0.03,-0.168,-6,0
2.4,2.7,-0.045,-0.039,0.003,-0.083,-0.02,-11.5,5.2,10,0.6,0.006,0.018,-0.019,-0.007,7.4,-0.084,0.015,1.7,0.007,-3.4,0.001,8.6,-0.9,3.18,0.003,-0.026,-1.7,-0.049,4,-0.049,-0.321,-13,1
-2.4,-2.7,0.045,0.039,-0.003,0.083,0.02,11.5,-5.2,-10,-0.6,-0.006,-0.018,0.019,0.007,-7.4,0.084,-0.015,-1.7,-0.007,3.4,-0.001,-8.6,0.9,-3.18,-0.003,0.026,1.7,0.049,-4,0.049,0.321,13,0
-8.2,2.2,-0.036,-0.011,0.172,0.007,0.121,-0.1,2.2,-5.8,1.7,-0.029,-0.023,-0.033,-0.026,6.9,-0.009,-0.03,1.8,-0.03,2,-0.021,9,1,2.75,-0.106,-0.032,-1.8,-0.016,-1.1,-0.02,0.138,5,1
8.2,-2.2,0.036,0.011,-0.172,-0.007,-0.121,0.1,-2.2,5.8,-1.7,0.029,0.023,0.033,0.026,-6.9,0.009,0.03,-1.8,0.03,-2,0.021,-9,-1,-2.75,0.106,0.032,1.8,0.016,1.1,0.02,-0.138,-5,0
5.6,4.1,0.014,0.002,-0.001,-0.003,-0.002,-6.3,-6.4,-1.8,0.1,-0.054,-0.04,0.036,0.025,0.7,-0.064,-0.02,1.9,-0.044,0.6,-0.066,2.1,-0.2,-2.92,0.076,-0.01,-1.9,0.011,3.2,0.03,-0.045,-2,1
-5.6,-4.1,-0.014,-0.002,0.001,0.003,0.002,6.3,6.4,1.8,-0.1,0.054,0.04,-0.036,-0.025,-0.7,0.064,0.02,-1.9,0.044,-0.6,0.066,-2.1,0.2,2.92,-0.076,0.01,1.9,-0.011,-3.2,-0.03,0.045,2,0
2.2,-2.3,-0.009,-0.001,0.002,-0.059,-0.02,-2.9,3.8,3.1,2.9,-0.055,-0.051,0.031,0.019,-7.7,0.037,-0.059,-5.8,-0.046,1.5,-0.036,-6.3,0.6,-1.49,-0.028,-0.017,5.8,-0.016,1.3,0.002,0.112,5,1
-2.2,2.3,0.009,0.001,-0.002,0.059,0.02,2.9,-3.8,-3.1,-2.9,0.055,0.051,-0.031,-0.019,7.7,-0.037,0.059,5.8,0.046,-1.5,0.036,6.3,-0.6,1.49,0.028,0.017,-5.8,0.016,-1.3,-0.002,-0.112,-5,0
-0.1,2.2,-0.07,-0.045,-0.018,-0.041,-0.028,-14,3.8,3.1,0.3,-0.044,-0.032,0.096,0.061,-1.7,-0.007,-0.055,-2.2,-0.032,0.8,-0.02,-0.2,0.7,2.8,-0.034,-0.093,2.2,-0.069,3.1,-0.018,-0.028,-2,1
0.1,-2.2,0.07,0.045,0.018,0.041,0.028,14,-3.8,-3.1,-0.3,0.044,0.032,-0.096,-0.061,1.7,0.007,0.055,2.2,0.032,-0.8,0.02,0.2,-0.7,-2.8,0.034,0.093,-2.2,0.069,-3.1,0.018,0.028,2,0
10.5,5.5,0.018,0.032,-0.057,0.001,-0.042,3.4,2.7,16.7,-1.5,-0.055,-0.044,-0.055,-0.017,2.5,-0.006,-0.043,-1.1,-0.041,1.9,-0.047,-1.5,2,-1.07,-0.054,-0.03,1.1,0.01,-0.6,0.048,0.209,8,1
-10.5,-5.5,-0.018,-0.032,0.057,-0.001,0.042,-3.4,-2.7,-16.7,1.5,0.055,0.044,0.055,0.017,-2.5,0.006,0.043,1.1,0.041,-1.9,0.047,1.5,-2,1.07,0.054,0.03,-1.1,-0.01,0.6,-0.048,-0.209,-8,0
-4.7,0.4,0.021,0.021,-0.093,-0.026,-0.073,3.4,1.4,-3.6,-3.2,-0.017,-0.016,-0.005,-0.017,-4.5,0.042,-0.05,-3.2,-0.021,-1.8,0.018,-2.3,-3.4,-0.79,-0.004,0.005,3.2,0.008,-0.8,0.028,0.111,4,1
4.7,-0.4,-0.021,-0.021,0.093,0.026,0.073,-3.4,-1.4,3.6,3.2,0.017,0.016,0.005,0.017,4.5,-0.042,0.05,3.2,0.021,1.8,-0.018,2.3,3.4,0.79,0.004,-0.005,-3.2,-0.008,0.8,-0.028,-0.111,-4,0
-17.5,2.2,-0.009,-0.011,0.097,0.073,0.089,7.4,7.2,-12.7,3.5,-0.089,-0.061,-0.024,-0.031,-1.6,-0.057,-0.083,-5.4,-0.084,-0.9,-0.058,5.3,-2.3,-2.27,-0.005,0.015,5.4,0.009,-1.7,-0.029,0.571,19,1
17.5,-2.2,0.009,0.011,-0.097,-0.073,-0.089,-7.4,-7.2,12.7,-3.5,0.089,0.061,0.024,0.031,1.6,0.057,0.083,5.4,0.084,0.9,0.058,-5.3,2.3,2.27,0.005,-0.015,-5.4,-0.009,1.7,0.029,-0.571,-19,0
0,-2.1,-0.008,-0.017,0.019,0.056,0.031,-0.5,1.6,3.3,4.2,0.019,0.031,-0.022,-0.034,3.8,-0.102,0.029,0.6,0.007,-4.2,0.003,0.9,-2.6,-0.85,0.025,0.024,-0.6,0.003,1.9,-0.042,-0.243,-9,1
0,2.1,0.008,0.017,-0.019,-0.056,-0.031,0.5,-1.6,-3.3,-4.2,-0.019,-0.031,0.022,0.034,-3.8,0.102,-0.029,-0.6,-0.007,4.2,-0.003,-0.9,2.6,0.85,-0.025,-0.024,0.6,-0.003,-1.9,0.042,0.243,9,0
6.3,1.3,0.027,0.037,0.038,-0.006,0.024,0.2,-4.6,1.5,-1.6,0.021,0.006,-0.008,-0.018,0.5,0.052,0.029,1.3,0.012,-0.5,0.003,-7.1,-0.7,2.22,-0.044,-0.015,-1.3,0.027,1.7,0.058,0.025,1,1
-6.3,-1.3,-0.027,-0.037,-0.038,0.006,-0.024,-0.2,4.6,-1.5,1.6,-0.021,-0.006,0.008,0.018,-0.5,-0.052,-0.029,-1.3,-0.012,0.5,-0.003,7.1,0.7,-2.22,0.044,0.015,1.3,-0.027,-1.7,-0.058,-0.025,-1,0
0.9,0.7,0.042,0.045,0.085,-0.011,0.057,3.9,0.8,8.3,0.8,0.01,0.008,-0.013,-0.006,3.9,0.021,-0.008,0.9,0.009,3.2,0.024,6.2,3.7,-0.82,-0.03,0.012,-0.9,0.043,2.3,0.055,0.016,0,1
-0.9,-0.7,-0.042,-0.045,-0.085,0.011,-0.057,-3.9,-0.8,-8.3,-0.8,-0.01,-0.008,0.013,0.006,-3.9,-0.021,0.008,-0.9,-0.009,-3.2,-0.024,-6.2,-3.7,0.82,0.03,-0.012,0.9,-0.043,-2.3,-0.055,-0.016,0,0
5.2,0.8,-0.009,-0.012,-0.062,-0.004,-0.045,-2.5,-4.5,-4.1,-1.4,-0.049,-0.036,-0.036,-0.036,5,-0.029,-0.04,3.8,-0.051,1.1,-0.042,-0.3,-0.6,-1.22,0.027,-0.003,-3.8,-0.014,-1.1,-0.009,0.046,2,1
-5.2,-0.8,0.009,0.012,0.062,0.004,0.045,2.5,4.5,4.1,1.4,0.049,0.036,0.036,0.036,-5,0.029,0.04,-3.8,0.051,-1.1,0.042,0.3,0.6,1.22,-0.027,0.003,3.8,0.014,1.1,0.009,-0.046,-2,0
-0.2,-1.2,0.069,0.058,0.089,0.023,0.067,12.8,0.9,-2.4,1.6,-0.022,-0.007,0.148,0.102,3.3,-0.017,-0.068,0.9,-0.008,6.7,0.025,1.9,4.4,-2.18,0.053,0.01,-0.9,0.069,-0.5,0.091,0.441,16,1
0.2,1.2,-0.069,-0.058,-0.089,-0.023,-0.067,-12.8,-0.9,2.4,-1.6,0.022,0.007,-0.148,-0.102,-3.3,0.017,0.068,-0.9,0.008,-6.7,-0.025,-1.9,-4.4,2.18,-0.053,-0.01,0.9,-0.069,0.5,-0.091,-0.441,-16,0
4.3,5.8,-0.007,-0.005,0.001,0.018,0.006,2.8,-1.2,-1.8,-2.2,-0.013,-0.008,-0.044,-0.04,6.4,-0.026,-0.003,3.6,-0.019,3.2,-0.02,-1.4,3.9,2.06,0.021,-0.029,-3.6,-0.004,-2.8,0.019,0.087,5,1
-4.3,-5.8,0.007,0.005,-0.001,-0.018,-0.006,-2.8,1.2,1.8,2.2,0.013,0.008,0.044,0.04,-6.4,0.026,0.003,-3.6,0.019,-3.2,0.02,1.4,-3.9,-2.06,-0.021,0.029,3.6,0.004,2.8,-0.019,-0.087,-5,0
6.7,-1.3,0.051,0.051,0.067,0.025,0.057,9.2,4.6,0.6,-1.7,-0.042,-0.04,-0.076,-0.05,-6.5,-0.001,-0.013,-7.7,-0.041,-3.6,-0.055,1.8,-2.3,-0.75,-0.022,0.026,7.7,0.053,1.6,0.061,0.37,14,1
-6.7,1.3,-0.051,-0.051,-0.067,-0.025,-0.057,-9.2,-4.6,-0.6,1.7,0.042,0.04,0.076,0.05,6.5,0.001,0.013,7.7,0.041,3.6,0.055,-1.8,2.3,0.75,0.022,-0.026,-7.7,-0.053,-1.6,-0.061,-0.37,-14,0
-4.9,4.5,0.027,0.036,-0.033,-0.048,-0.039,1.4,0.5,-8.1,1,-0.073,-0.052,0.071,0.067,-1.2,-0.08,-0.036,-2.2,-0.051,2.1,-0.086,-3,2.1,0.76,-0.05,0.002,2.2,0.014,0.2,0.045,0.274,11,1
4.9,-4.5,-0.027,-0.036,0.033,0.048,0.039,-1.4,-0.5,8.1,-1,0.073,0.052,-0.071,-0.067,1.2,0.08,0.036,2.2,0.051,-2.1,0.086,3,-2.1,-0.76,0.05,-0.002,-2.2,-0.014,-0.2,-0.045,-0.274,-11,0
-0.9,-0.3,0.018,0.013,-0.034,0.074,0.003,10.8,0.6,-9.8,3.7,0.02,0.014,-0.04,-0.02,-1.1,0.008,0.023,-0.5,0.017,-1.4,0.012,-2.3,-2,1.24,0.034,-0.003,0.5,0.025,-4.9,0.029,0.136,5,1
0.9,0.3,-0.018,-0.013,0.034,-0.074,-0.003,-10.8,-0.6,9.8,-3.7,-0.02,-0.014,0.04,0.02,1.1,-0.008,-0.023,0.5,-0.017,1.4,-0.012,2.3,2,-1.24,-0.034,0.003,-0.5,-0.025,4.9,-0.029,-0.136,-5,0
-3.3,-2.2,0.009,0.004,0.03,0.034,0.032,3.5,0.3,0.2,2.4,0.036,0.03,0.019,0.02,-0.5,-0.008,0.036,0.1,0.034,0.4,0.025,-0.3,0.8,-1.64,0.009,0.017,-0.1,0.016,-0.5,-0.001,0.043,1,1
3.3,2.2,-0.009,-0.004,-0.03,-0.034,-0.032,-3.5,-0.3,-0.2,-2.4,-0.036,-0.03,-0.019,-0.02,0.5,0.008,-0.036,-0.1,-0.034,-0.4,-0.025,0.3,-0.8,1.64,-0.009,-0.017,0.1,-0.016,0.5,0.001,-0.043,-1,0
2.1,4.3,0.091,0.069,-0.023,0.027,-0.008,13,-2.4,-10.6,-2.4,-0.018,-0.014,-0.012,-0.017,1,-0.024,-0.002,-0.3,-0.021,0.7,-0.03,-0.5,1,0.17,0.041,0.076,0.3,0.081,-0.8,0.074,0.299,12,1
-2.1,-4.3,-0.091,-0.069,0.023,-0.027,0.008,-13,2.4,10.6,2.4,0.018,0.014,0.012,0.017,-1,0.024,0.002,0.3,0.021,-0.7,0.03,0.5,-1,-0.17,-0.041,-0.076,-0.3,-0.081,0.8,-0.074,-0.299,-12,0
-2.9,-0.9,0.006,0.021,-0.081,-0.056,-0.076,3.2,4.3,3.3,-0.8,0.024,0.008,0.004,0.002,0.6,0.087,0,-0.5,0.021,2.4,0.039,3.2,1.2,-1.32,-0.112,0.027,0.5,-0.008,-2.2,-0.011,0.113,2,1
2.9,0.9,-0.006,-0.021,0.081,0.056,0.076,-3.2,-4.3,-3.3,0.8,-0.024,-0.008,-0.004,-0.002,-0.6,-0.087,0,0.5,-0.021,-2.4,-0.039,-3.2,-1.2,1.32,0.112,-0.027,-0.5,0.008,2.2,0.011,-0.113,-2,0
1.3,2.1,-0.011,-0.009,-0.035,-0.021,-0.032,-1.2,2.5,-1.6,2.4,-0.036,-0.018,0.108,0.069,2.9,-0.061,-0.039,0.9,-0.025,5.3,-0.022,2.7,5,-0.32,-0.035,0.027,-0.9,-0.016,0.1,-0.036,0.286,10,1
-1.3,-2.1,0.011,0.009,0.035,0.021,0.032,1.2,-2.5,1.6,-2.4,0.036,0.018,-0.108,-0.069,-2.9,0.061,0.039,-0.9,0.025,-5.3,0.022,-2.7,-5,0.32,0.035,-0.027,0.9,0.016,-0.1,0.036,-0.286,-10,0
-7.1,-5.6,-0.002,-0.011,0.085,0.044,0.074,0.1,-7.1,4.7,1.3,-0.025,-0.024,0.008,-0.002,-0.9,0.028,-0.031,1.9,-0.024,-0.3,-0.013,-4.1,0.1,0,0.043,0.015,-1.9,0.012,-1.5,-0.015,0.254,10,1
7.1,5.6,0.002,0.011,-0.085,-0.044,-0.074,-0.1,7.1,-4.7,-1.3,0.025,0.024,-0.008,0.002,0.9,-0.028,0.031,-1.9,0.024,0.3,0.013,4.1,-0.1,0,-0.043,-0.015,1.9,-0.012,1.5,0.015,-0.254,-10,0
3,8.6,0.062,0.038,0.038,-0.003,0.026,4.6,-3.7,3.6,-2.5,-0.056,-0.057,0.015,0.008,-6.2,0.046,-0.034,-3,-0.047,-1.7,-0.061,-2.1,-1.9,1.96,0.099,0.044,3,0.056,2.3,0.05,0.311,13,1
-3,-8.6,-0.062,-0.038,-0.038,0.003,-0.026,-4.6,3.7,-3.6,2.5,0.056,0.057,-0.015,-0.008,6.2,-0.046,0.034,3,0.047,1.7,0.061,2.1,1.9,-1.96,-0.099,-0.044,-3,-0.056,-2.3,-0.05,-0.311,-13,0
7.7,2,0.008,0.016,-0.067,0.018,-0.041,2.5,1.5,5.5,-4.4,0.023,0.012,-0.064,-0.047,5.8,0.038,0.017,1.6,0.013,-0.1,0.02,0.5,0.2,-1.77,-0.072,0.016,-1.6,0.003,-1.3,-0.001,-0.087,-3,1
-7.7,-2,-0.008,-0.016,0.067,-0.018,0.041,-2.5,-1.5,-5.5,4.4,-0.023,-0.012,0.064,0.047,-5.8,-0.038,-0.017,-1.6,-0.013,0.1,-0.02,-0.5,-0.2,1.77,0.072,-0.016,1.6,-0.003,1.3,0.001,0.087,3,0
6.6,6.4,0.037,0.031,-0.014,-0.065,-0.031,-1.2,-8,0,2.1,-0.03,-0.015,-0.02,-0.005,-0.5,-0.064,-0.012,2.5,-0.023,0.7,-0.032,-1,0.8,-0.04,0.04,-0.003,-2.5,0.022,0.1,0.067,0.149,4,1
-6.6,-6.4,-0.037,-0.031,0.014,0.065,0.031,1.2,8,0,-2.1,0.03,0.015,0.02,0.005,0.5,0.064,0.012,-2.5,0.023,-0.7,0.032,1,-0.8,0.04,-0.04,0.003,2.5,-0.022,-0.1,-0.067,-0.149,-4,0
0.9,2.1,-0.008,0.001,0.079,-0.012,0.049,2.2,-1.3,7.3,-2.6,0.027,0.02,-0.075,-0.044,2.6,0.022,0.019,2.6,0.021,-0.8,0.027,0.5,-1,1.17,-0.047,-0.004,-2.6,-0.003,-2.4,-0.009,-0.03,-1,1
-0.9,-2.1,0.008,-0.001,-0.079,0.012,-0.049,-2.2,1.3,-7.3,2.6,-0.027,-0.02,0.075,0.044,-2.6,-0.022,-0.019,-2.6,-0.021,0.8,-0.027,-0.5,1,-1.17,0.047,0.004,2.6,0.003,2.4,0.009,0.03,1,0
19.9,4.3,0.005,-0.018,-0.005,0.041,0.007,2.9,1.6,-14.9,0.7,-0.047,-0.022,-0.117,-0.077,-0.1,-0.1,-0.04,-1.6,-0.05,-2.6,-0.034,1.3,-0.7,-0.4,0.11,0.021,1.6,0.01,0,-0.016,0.258,8,1
-19.9,-4.3,-0.005,0.018,0.005,-0.041,-0.007,-2.9,-1.6,14.9,-0.7,0.047,0.022,0.117,0.077,0.1,0.1,0.04,1.6,0.05,2.6,0.034,-1.3,0.7,0.4,-0.11,-0.021,-1.6,-0.01,0,0.016,-0.258,-8,0
-11.8,2,-0.022,-0.016,-0.026,0.039,-0.008,-2.6,-7.6,-10.1,-0.7,-0.02,-0.018,-0.058,-0.063,-0.9,-0.014,0.004,3.2,-0.032,0.6,-0.035,0.4,0.8,-3.27,-0.055,0.023,-3.2,-0.018,-2.9,-0.048,-0.021,-1,1
11.8,-2,0.022,0.016,0.026,-0.039,0.008,2.6,7.6,10.1,0.7,0.02,0.018,0.058,0.063,0.9,0.014,-0.004,-3.2,0.032,-0.6,0.035,-0.4,-0.8,3.27,0.055,-0.023,3.2,0.018,2.9,0.048,0.021,1,0
-0.9,-3.9,0,0.006,0.088,-0.088,0.03,-1.2,1.7,5.4,0.6,0.032,0.026,-0.063,-0.044,-1.1,-0.04,0.057,-1.7,0.022,-5.1,-0.009,8.2,-3.7,0.65,-0.037,0.004,1.7,-0.006,1,-0.002,-0.143,-8,1
0.9,3.9,0,-0.006,-0.088,0.088,-0.03,1.2,-1.7,-5.4,-0.6,-0.032,-0.026,0.063,0.044,1.1,0.04,-0.057,1.7,-0.022,5.1,0.009,-8.2,3.7,-0.65,0.037,-0.004,-1.7,0.006,-1,0.002,0.143,8,0
0.9,5.5,-0.006,0.003,0.092,0.097,0.095,2.5,3.7,-2.8,0.1,0.011,0.006,0.035,0.02,-1,-0.013,0.039,-3,0.01,-0.4,-0.017,-3.8,0.3,-0.67,0.006,-0.061,3,0.014,1.4,0.042,0.096,2,1
-0.9,-5.5,0.006,-0.003,-0.092,-0.097,-0.095,-2.5,-3.7,2.8,-0.1,-0.011,-0.006,-0.035,-0.02,1,0.013,-0.039,3,-0.01,0.4,0.017,3.8,-0.3,0.67,-0.006,0.061,-3,-0.014,-1.4,-0.042,-0.096,-2,0
-2.5,3.1,-0.021,-0.014,0.028,-0.009,0.017,-0.2,2.6,-3.3,-0.5,-0.023,-0.022,-0.083,-0.067,-5.9,-0.021,0.024,-4,-0.029,-1.6,-0.052,-2.8,0.8,-0.02,-0.01,-0.025,4,-0.016,-0.6,-0.01,0.074,2,1
2.5,-3.1,0.021,0.014,-0.028,0.009,-0.017,0.2,-2.6,3.3,0.5,0.023,0.022,0.083,0.067,5.9,0.021,-0.024,4,0.029,1.6,0.052,2.8,-0.8,0.02,0.01,0.025,-4,0.016,0.6,0.01,-0.074,-2,0
3.2,-2.9,0.047,0.03,-0.034,0.089,0.009,12.1,3.8,-5.6,-0.8,0.014,0.02,0.02,0.01,0.4,-0.01,-0.025,-1.1,0.011,4.2,0.048,2.3,1.6,0.12,0.031,0.057,1.1,0.051,-1.4,0.018,0.252,9,1
-3.2,2.9,-0.047,-0.03,0.034,-0.089,-0.009,-12.1,-3.8,5.6,0.8,-0.014,-0.02,-0.02,-0.01,-0.4,0.01,0.025,1.1,-0.011,-4.2,-0.048,-2.3,-1.6,-0.12,-0.031,-0.057,-1.1,-0.051,1.4,-0.018,-0.252,-9,0
8,-3.2,0.07,0.046,0.044,-0.013,0.029,19.1,-3.8,-16,-2.5,-0.036,-0.03,-0.021,-0.018,-9.6,-0.019,-0.014,-2.9,-0.034,1,-0.047,5.4,-1.3,-3,0.059,0.056,2.9,0.064,-7.2,0.053,0.427,16,1
-8,3.2,-0.07,-0.046,-0.044,0.013,-0.029,-19.1,3.8,16,2.5,0.036,0.03,0.021,0.018,9.6,0.019,0.014,2.9,0.034,-1,0.047,-5.4,1.3,3,-0.059,-0.056,-2.9,-0.064,7.2,-0.053,-0.427,-16,0
5.5,0.7,0.036,0.025,0.027,0.025,0.028,10.2,-0.8,3.9,-0.3,0.031,0.027,-0.029,0,-3.4,0.027,-0.008,-0.8,0.033,-2.9,0.055,1.8,0.7,-0.35,0.038,0.027,0.8,0.037,-3.5,0.031,0.13,5,1
-5.5,-0.7,-0.036,-0.025,-0.027,-0.025,-0.028,-10.2,0.8,-3.9,0.3,-0.031,-0.027,0.029,0,3.4,-0.027,0.008,0.8,-0.033,2.9,-0.055,-1.8,-0.7,0.35,-0.038,-0.027,-0.8,-0.037,3.5,-0.031,-0.13,-5,0
6.7,0.2,0.069,0.072,0.022,-0.109,-0.016,8.3,-10.1,-4.9,-0.1,0.018,0.009,-0.126,-0.1,0.8,0.049,0.002,4,0.002,-1.1,0.028,-2.9,0.6,-2.08,-0.033,0.016,-4,0.049,-3.6,0.102,0.071,3,1
-6.7,-0.2,-0.069,-0.072,-0.022,0.109,0.016,-8.3,10.1,4.9,0.1,-0.018,-0.009,0.126,0.1,-0.8,-0.049,-0.002,-4,-0.002,1.1,-0.028,2.9,-0.6,2.08,0.033,-0.016,4,-0.049,3.6,-0.102,-0.071,-3,0
-2.8,1.5,-0.013,-0.024,0.042,0.009,0.032,5.1,10.5,-0.5,-0.3,0.014,0.02,0.08,0.044,-0.1,-0.019,-0.012,-4.7,0.013,-1.2,0.034,2.8,0.3,1,0.088,-0.023,4.7,-0.006,-0.4,-0.001,0.016,1,1
2.8,-1.5,0.013,0.024,-0.042,-0.009,-0.032,-5.1,-10.5,0.5,0.3,-0.014,-0.02,-0.08,-0.044,0.1,0.019,0.012,4.7,-0.013,1.2,-0.034,-2.8,-0.3,-1,-0.088,0.023,-4.7,0.006,0.4,0.001,-0.016,-1,0
6.4,-0.1,0.054,0.046,0.027,-0.027,0.011,8.2,1.4,-7.4,0,-0.007,0.003,-0.055,-0.034,-3.3,-0.063,0.006,-3,-0.009,-1.6,-0.014,3.6,-0.6,-1.4,0.018,0.029,3,0.044,0.2,0.059,0.114,4,1
