,winner,loser,winner_score,loser_score,year,joincol,assist_percentage,block_percentage,effective_field_goal_percentage,field_goal_percentage,free_throw_attempt_rate,free_throw_percentage,free_throws_per_field_goal_attempt,offensive_rating,offensive_rebound_percentage,opp_assist_percentage,opp_block_percentage,opp_effective_field_goal_percentage,opp_field_goal_percentage,opp_free_throw_attempt_rate,opp_free_throws_per_field_goal_attempt,opp_offensive_rebound_percentage,opp_three_point_attempt_rate,opp_three_point_field_goal_percentage,opp_total_rebound_percentage,opp_true_shooting_percentage,opp_turnover_percentage,opp_two_point_field_goal_percentage,pace,steal_percentage,strength_of_schedule,three_point_attempt_rate,three_point_field_goal_percentage,total_rebound_percentage,true_shooting_percentage,turnover_percentage,two_point_field_goal_percentage,win_percentage,wins,did_win
0,EVANSVILLE,MOREHEAD-STATE,69,56,2016,1,0.4,-0.3,-0.028,-0.007,0.162,-0.013,0.111,-6.3,-8.5,4,2.9,-0.051,-0.041,-0.017,-0.011,0.4,-0.005,-0.045,2.9,-0.043,-1.5,-0.039,-4.8,-1.6,4.27,-0.101,-0.02,-2.9,-0.011,-0.3,-0.017,0.018,2,1
0,EVANSVILLE,MOREHEAD-STATE,69,56,2016,1,-0.4,0.3,0.028,0.007,-0.162,0.013,-0.111,6.3,8.5,-4,-2.9,0.051,0.041,0.017,0.011,-0.4,0.005,0.045,-2.9,0.043,1.5,0.039,4.8,1.6,-4.27,0.101,0.02,2.9,0.011,0.3,0.017,-0.018,-2,0
0,MURRAY-STATE,GREEN-BAY,93,77,2016,1,2.1,-4.5,0.021,-0.002,-0.014,0.046,0.008,6.9,1.6,-1.1,1.8,0.015,0.018,0.057,0.054,1.1,-0.014,0,0.3,0.023,-1.3,0.025,-5.7,-1.6,-1.58,0.097,0.038,-0.3,0.024,-1.1,-0.001,-0.078,-2,1
0,MURRAY-STATE,GREEN-BAY,93,77,2016,1,-2.1,4.5,-0.021,0.002,0.014,-0.046,-0.008,-6.9,-1.6,1.1,-1.8,-0.015,-0.018,-0.057,-0.054,-1.1,0.014,0,-0.3,-0.023,1.3,-0.025,5.7,1.6,1.58,-0.097,-0.038,0.3,-0.024,1.1,0.001,0.078,2,0
0,HIGH-POINT,NAVY,69,62,2016,1,-5.8,2.3,0.008,0.01,0.017,0.103,0.049,1.9,-8.2,-5.9,1.3,-0.012,-0.015,-0.063,-0.048,1.1,0.007,0.006,3,-0.018,-3.7,-0.028,1.9,-2.2,-2.36,-0.078,0.07,-3,0.025,-1.7,-0.037,-0.016,-1,1
0,HIGH-POINT,NAVY,69,62,2016,1,5.8,-2.3,-0.008,-0.01,-0.017,-0.103,-0.049,-1.9,8.2,5.9,-1.3,0.012,0.015,0.063,0.048,-1.1,-0.007,-0.006,-3,0.018,3.7,0.028,-1.9,2.2,2.36,0.078,-0.07,3,-0.025,1.7,0.037,0.016,1,0
0,TULSA,NEW-ORLEANS,77,68,2016,1,-8.6,-1.3,-0.024,-0.054,0.001,0.019,0.009,-4.1,-7.3,-1.6,5.5,0.004,-0.008,-0.011,-0.001,-3.3,0.022,0.043,1.8,0.006,-4,-0.033,-1.7,-4.5,10.63,0.158,0.026,-1.8,-0.016,-1.2,-0.053,-0.156,-5,1
0,TULSA,NEW-ORLEANS,77,68,2016,1,8.6,1.3,0.024,0.054,-0.001,-0.019,-0.009,4.1,7.3,1.6,-5.5,-0.004,0.008,0.011,0.001,3.3,-0.022,-0.043,-1.8,-0.006,4,0.033,1.7,4.5,-10.63,-0.158,-0.026,1.8,0.016,1.2,0.053,0.156,5,0
0,NORTH-CAROLINA-GREENSBORO,NORTH-DAKOTA-STATE,65,54,2016,1,8.3,0.8,0.013,0.006,-0.089,-0.005,-0.064,2.4,9.1,-0.8,0.3,-0.005,-0.001,0.044,0.043,2.5,-0.004,-0.021,-2.6,0.004,2.2,0.011,-0.4,1.4,0,0.023,0.014,2.6,0.003,2.1,0.006,0.081,6,1
0,NORTH-CAROLINA-GREENSBORO,NORTH-DAKOTA-STATE,65,54,2016,1,-8.3,-0.8,-0.013,-0.006,0.089,0.005,0.064,-2.4,-9.1,0.8,-0.3,0.005,0.001,-0.044,-0.043,-2.5,0.004,0.021,2.6,-0.004,-2.2,-0.011,0.4,-1.4,0,-0.023,-0.014,-2.6,-0.003,-2.1,-0.006,-0.081,-6,0
0,LONG-ISLAND-UNIVERSITY,NORTHEASTERN,78,74,2016,1,-10.4,-0.7,-0.05,-0.021,0.007,0.006,0.007,-3.1,11.2,-1.9,-2.1,-0.033,-0.028,0.057,0.042,1.9,-0.012,-0.013,-4.3,-0.022,2.1,-0.039,1.3,0.3,-7.6,-0.144,-0.022,4.3,-0.041,1,-0.052,0.141,5,1
0,LONG-ISLAND-UNIVERSITY,NORTHEASTERN,78,74,2016,1,10.4,0.7,0.05,0.021,-0.007,-0.006,-0.007,3.1,-11.2,1.9,2.1,0.033,0.028,-0.057,-0.042,-1.9,0.012,0.013,4.3,0.022,-2.1,0.039,-1.3,-0.3,7.6,0.144,0.022,-4.3,0.041,-1,0.052,-0.141,-5,0
0,SANTA-CLARA,NORTHERN-COLORADO,88,72,2016,1,6,-0.4,0.009,-0.003,-0.101,0.127,-0.029,2.4,-9,6.8,-1.4,-0.007,-0.003,-0.001,-0.01,-0.1,-0.047,0.025,3.9,-0.011,1,-0.029,-6.7,0.9,6.23,0.027,0.035,-3.9,0.018,-2.7,-0.029,0.136,6,1
0,SANTA-CLARA,NORTHERN-COLORADO,88,72,2016,1,-6,0.4,-0.009,0.003,0.101,-0.127,0.029,-2.4,9,-6.8,1.4,0.007,0.003,0.001,0.01,0.1,0.047,-0.025,-3.9,0.011,-1,0.029,6.7,-0.9,-6.23,-0.027,-0.035,3.9,-0.018,2.7,0.029,-0.136,-6,0
0,CAL-STATE-NORTHRIDGE,NORTHERN-ILLINOIS,84,82,2016,1,9.1,-0.6,0.023,0.023,0.074,0.052,0.073,2.8,-5.4,-8,0.5,0.01,0.025,0.037,0.046,3.3,-0.118,0.039,3.2,0.019,-3.4,-0.007,5.3,-0.8,-2.08,-0.035,0.037,-3.2,0.034,-0.3,0.011,-0.102,-4,1
0,CAL-STATE-NORTHRIDGE,NORTHERN-ILLINOIS,84,82,2016,1,-9.1,0.6,-0.023,-0.023,-0.074,-0.052,-0.073,-2.8,5.4,8,-0.5,-0.01,-0.025,-0.037,-0.046,-3.3,0.118,-0.039,-3.2,-0.019,3.4,0.007,-5.3,0.8,2.08,0.035,-0.037,3.2,-0.034,0.3,-0.011,0.102,4,0
0,NORTHERN-KENTUCKY,DELAWARE,74,53,2016,1,2.7,-2.6,0.054,0.034,0.037,-0.006,0.023,8.9,4.2,-14,2.5,-0.029,-0.006,-0.089,-0.048,-1,-0.088,-0.038,-3,-0.025,2,-0.009,4.7,0.1,-1.42,0.072,0.044,3,0.049,0.7,0.048,0.292,11,1
0,NORTHERN-KENTUCKY,DELAWARE,74,53,2016,1,-2.7,2.6,-0.054,-0.034,-0.037,0.006,-0.023,-8.9,-4.2,14,-2.5,0.029,0.006,0.089,0.048,1,0.088,0.038,3,0.025,-2,0.009,-4.7,-0.1,1.42,-0.072,-0.044,-3,-0.049,-0.7,-0.048,-0.292,-11,0
0,CALIFORNIA-IRVINE,PACIFIC,72,65,2016,1,-0.2,5.4,0.056,0.04,-0.05,0.011,-0.031,5.4,2.2,-7.9,-2.9,-0.085,-0.066,-0.025,-0.016,1.3,-0.077,-0.029,-3.1,-0.072,-1.6,-0.103,-0.9,1,-4.79,0.067,0.031,3.1,0.045,2.4,0.055,0.25,10,1
0,CALIFORNIA-IRVINE,PACIFIC,72,65,2016,1,0.2,-5.4,-0.056,-0.04,0.05,-0.011,0.031,-5.4,-2.2,7.9,2.9,0.085,0.066,0.025,0.016,-1.3,0.077,0.029,3.1,0.072,1.6,0.103,0.9,-1,4.79,-0.067,-0.031,-3.1,-0.045,-2.4,-0.055,-0.25,-10,0
0,MIAMI-FL,PENNSYLVANIA,74,62,2016,1,-8.7,-0.1,-0.006,0.009,0.083,0.061,0.075,4.5,5.9,-2.7,-1.1,-0.012,0.003,-0.049,-0.033,-1.3,-0.048,-0.03,-3.7,-0.014,-1.4,0.013,-2.7,0.3,11.07,-0.104,0.017,3.7,0.009,0,-0.023,0.172,8,1
0,MIAMI-FL,PENNSYLVANIA,74,62,2016,1,8.7,0.1,0.006,-0.009,-0.083,-0.061,-0.075,-4.5,-5.9,2.7,1.1,0.012,-0.003,0.049,0.033,1.3,0.048,0.03,3.7,0.014,1.4,-0.013,2.7,-0.3,-11.07,0.104,-0.017,-3.7,-0.009,0,0.023,-0.172,-8,0
0,TEXAS-SAN-ANTONIO,PRAIRIE-VIEW,69,59,2016,1,-4.9,-5.2,-0.057,-0.035,0.001,-0.037,-0.013,-4.2,7.3,1.2,-1.2,-0.021,-0.025,-0.116,-0.086,-10.4,0.023,0.001,-7.7,-0.028,-3,-0.033,0.4,-3.9,5.45,-0.059,-0.067,7.7,-0.054,-1.4,-0.033,0.03,1,1
0,TEXAS-SAN-ANTONIO,PRAIRIE-VIEW,69,59,2016,1,4.9,5.2,0.057,0.035,-0.001,0.037,0.013,4.2,-7.3,-1.2,1.2,0.021,0.025,0.116,0.086,10.4,-0.023,-0.001,7.7,0.028,3,0.033,-0.4,3.9,-5.45,0.059,0.067,-7.7,0.054,1.4,0.033,-0.03,-1,0
0,WILLIAM-MARY,PRESBYTERIAN,89,59,2016,1,6.6,5.8,0.101,0.079,0.092,0.006,0.066,20.6,-2.8,-6.8,0.5,-0.03,-0.016,-0.016,-0.011,-4.9,-0.03,-0.04,-2.8,-0.027,-1.7,-0.006,5.7,0.2,5.22,0.086,0.036,2.8,0.094,-4.3,0.122,0.381,12,1
0,WILLIAM-MARY,PRESBYTERIAN,89,59,2016,1,-6.6,-5.8,-0.101,-0.079,-0.092,-0.006,-0.066,-20.6,2.8,6.8,-0.5,0.03,0.016,0.016,0.011,4.9,0.03,0.04,2.8,0.027,1.7,0.006,-5.7,-0.2,-5.22,-0.086,-0.036,-2.8,-0.094,4.3,-0.122,-0.381,-12,0
0,RICE,NEBRASKA-OMAHA,100,87,2016,1,1.8,0.3,0.013,0.008,0.014,-0.008,0.007,-0.4,0.4,-3.9,-2.5,-0.043,-0.024,0.02,0.004,-4.5,-0.065,-0.039,-3.6,-0.039,-1.2,-0.032,-1.8,-2.2,-3.05,0.022,0,3.6,0.01,1.7,0.018,0.094,5,1
0,RICE,NEBRASKA-OMAHA,100,87,2016,1,-1.8,-0.3,-0.013,-0.008,-0.014,0.008,-0.007,0.4,-0.4,3.9,2.5,0.043,0.024,-0.02,-0.004,4.5,0.065,0.039,3.6,0.039,1.2,0.032,1.8,2.2,3.05,-0.022,0,-3.6,-0.01,-1.7,-0.018,-0.094,-5,0
0,SOUTH-FLORIDA,RIDER,70,65,2016,1,-0.4,2,-0.013,-0.021,-0.064,-0.015,-0.047,-8.5,-2.6,11.8,3.2,0.021,0.001,0.042,0.008,6.9,0.046,0.06,4.3,0.012,0.3,-0.028,-4.8,-0.1,7.67,0.034,0.014,-4.3,-0.018,3.5,-0.028,-0.312,-11,1
0,SOUTH-FLORIDA,RIDER,70,65,2016,1,0.4,-2,0.013,0.021,0.064,0.015,0.047,8.5,2.6,-11.8,-3.2,-0.021,-0.001,-0.042,-0.008,-6.9,-0.046,-0.06,-4.3,-0.012,-0.3,0.028,4.8,0.1,-7.67,-0.034,-0.014,4.3,0.018,-3.5,0.028,0.312,11,0
0,FORDHAM,SAINT-PETERS,63,41,2016,1,4.6,-0.3,-0.022,-0.02,-0.065,0.025,-0.039,-6.9,-2,12.1,2,0.05,0.046,0.136,0.105,5.4,-0.028,0.04,5.8,0.057,4.4,0.042,3.3,3.6,4.96,0.045,-0.047,-5.8,-0.023,1.8,0.008,-0.233,-10,1
0,FORDHAM,SAINT-PETERS,63,41,2016,1,-4.6,0.3,0.022,0.02,0.065,-0.025,0.039,6.9,2,-12.1,-2,-0.05,-0.046,-0.136,-0.105,-5.4,0.028,-0.04,-5.8,-0.057,-4.4,-0.042,-3.3,-3.6,-4.96,-0.045,0.047,5.8,0.023,-1.8,-0.008,0.233,10,0
0,MEMPHIS,SAVANNAH-STATE,99,86,2016,1,-0.5,5.1,-0.018,0.032,0.042,0.035,0.04,2.5,4.3,-6.4,-5.5,-0.036,-0.029,0.024,0.022,-5.4,-0.048,0.005,-4.9,-0.028,0.8,-0.069,-13.3,0.5,11.63,-0.264,-0.037,4.9,-0.007,-1.5,-0.009,0.146,6,1
0,MEMPHIS,SAVANNAH-STATE,99,86,2016,1,0.5,-5.1,0.018,-0.032,-0.042,-0.035,-0.04,-2.5,-4.3,6.4,5.5,0.036,0.029,-0.024,-0.022,5.4,0.048,-0.005,4.9,0.028,-0.8,0.069,13.3,-0.5,-11.63,0.264,0.037,-4.9,0.007,1.5,0.009,-0.146,-6,0
0,SOUTH-CAROLINA-UPSTATE,CHARLESTON-SOUTHERN,79,77,2016,1,12.9,-0.5,0.026,0.017,-0.032,-0.009,-0.024,3.3,3.1,3.2,-4.3,-0.031,-0.025,-0.127,-0.097,3.5,-0.007,-0.027,-1.3,-0.039,-2.8,-0.025,1.4,-0.5,0.98,0.044,0.005,1.3,0.019,1.1,0.037,0.128,5,1
0,SOUTH-CAROLINA-UPSTATE,CHARLESTON-SOUTHERN,79,77,2016,1,-12.9,0.5,-0.026,-0.017,0.032,0.009,0.024,-3.3,-3.1,-3.2,4.3,0.031,0.025,0.127,0.097,-3.5,0.007,0.027,1.3,0.039,2.8,0.025,-1.4,0.5,-0.98,-0.044,-0.005,-1.3,-0.019,-1.1,-0.037,-0.128,-5,0
0,WYOMING,SOUTH-DAKOTA-STATE,77,67,2016,1,4.8,3.9,-0.02,-0.02,-0.029,-0.041,-0.037,-6,-4.5,-8.4,-0.8,-0.08,-0.048,0.124,0.09,-1.4,-0.115,-0.063,1.5,-0.058,-0.3,-0.066,4.8,-0.6,1.21,0.01,-0.01,-1.5,-0.026,-0.6,-0.024,0.091,5,1
0,WYOMING,SOUTH-DAKOTA-STATE,77,67,2016,1,-4.8,-3.9,0.02,0.02,0.029,0.041,0.037,6,4.5,8.4,0.8,0.08,0.048,-0.124,-0.09,1.4,0.115,0.063,-1.5,0.058,0.3,0.066,-4.8,0.6,-1.21,-0.01,0.01,1.5,0.026,0.6,0.024,-0.091,-5,0
0,TENNESSEE-STATE,MIDDLE-TENNESSEE,74,63,2016,1,-8.8,3.6,-0.05,-0.045,0.106,-0.007,0.071,-10.6,3.9,9.5,1.8,0.008,-0.013,0.098,0.06,3.9,0.094,0.025,0.6,0.011,2,-0.02,2.3,-0.5,-2.48,0,-0.028,-0.6,-0.035,4.8,-0.053,-0.294,-14,1
0,TENNESSEE-STATE,MIDDLE-TENNESSEE,74,63,2016,1,8.8,-3.6,0.05,0.045,-0.106,0.007,-0.071,10.6,-3.9,-9.5,-1.8,-0.008,0.013,-0.098,-0.06,-3.9,-0.094,-0.025,-0.6,-0.011,-2,0.02,-2.3,0.5,2.48,0,0.028,0.6,0.035,-4.8,0.053,0.294,14,0
0,TEXAS-SOUTHERN,LA-SALLE,77,76,2016,1,-8.3,1.3,-0.053,-0.028,0.059,-0.031,0.031,-1.9,6,-7.4,-0.1,-0.052,-0.022,-0.008,-0.018,7.2,-0.099,-0.069,1,-0.051,0.5,-0.02,0.6,1.1,-10.75,-0.075,-0.069,-1,-0.044,-2.3,-0.024,0.157,8,1
0,TEXAS-SOUTHERN,LA-SALLE,77,76,2016,1,8.3,-1.3,0.053,0.028,-0.059,0.031,-0.031,1.9,-6,7.4,0.1,0.052,0.022,0.008,0.018,-7.2,0.099,0.069,-1,0.051,-0.5,0.02,-0.6,-1.1,10.75,0.075,0.069,1,0.044,2.3,0.024,-0.157,-8,0
0,TOLEDO,WRIGHT-STATE,82,78,2016,1,0.6,-0.6,0.02,0.031,-0.009,-0.069,-0.033,2.9,-0.7,-4.8,1.6,0.001,0.019,-0.099,-0.075,-0.9,-0.091,-0.017,-1,-0.01,-5.1,0.012,-2.4,-2.3,1.52,-0.044,-0.019,1,0.004,-1.9,0.052,-0.125,-3,1
0,TOLEDO,WRIGHT-STATE,82,78,2016,1,-0.6,0.6,-0.02,-0.031,0.009,0.069,0.033,-2.9,0.7,4.8,-1.6,-0.001,-0.019,0.099,0.075,0.9,0.091,0.017,1,0.01,5.1,-0.012,2.4,2.3,-1.52,0.044,0.019,-1,-0.004,1.9,-0.052,0.125,3,0
0,VIRGINIA-TECH,VIRGINIA-MILITARY-INSTITUTE,88,72,2016,1,7.4,-3.4,0.088,0.077,0.128,0.047,0.107,14.9,-3.8,-4.6,4.3,-0.045,-0.038,-0.12,-0.067,-0.8,-0.001,-0.033,-1.3,-0.04,-1.8,-0.042,-0.4,-3.3,10.18,-0.045,0.087,1.3,0.093,-0.9,0.058,0.467,16,1
0,VIRGINIA-TECH,VIRGINIA-MILITARY-INSTITUTE,88,72,2016,1,-7.4,3.4,-0.088,-0.077,-0.128,-0.047,-0.107,-14.9,3.8,4.6,-4.3,0.045,0.038,0.12,0.067,0.8,0.001,0.033,1.3,0.04,1.8,0.042,0.4,3.3,-10.18,0.045,-0.087,-1.3,-0.093,0.9,-0.058,-0.467,-16,0
0,MARSHALL,WESTERN-CAROLINA,98,63,2016,1,5.9,1,0.096,0.066,0.079,0.081,0.081,21.1,-8,-12.2,-1,-0.004,0.016,-0.149,-0.118,3.8,-0.11,-0.011,3.8,-0.022,-2.6,0.004,7.9,-1.2,-0.35,0.109,0.063,-3.8,0.102,-5.6,0.093,0.29,11,1
0,MARSHALL,WESTERN-CAROLINA,98,63,2016,1,-5.9,-1,-0.096,-0.066,-0.079,-0.081,-0.081,-21.1,8,12.2,1,0.004,-0.016,0.149,0.118,-3.8,0.11,0.011,-3.8,0.022,2.6,-0.004,-7.9,1.2,0.35,-0.109,-0.063,3.8,-0.102,5.6,-0.093,-0.29,-11,0
0,EASTERN-ILLINOIS,WESTERN-ILLINOIS,73,64,2016,1,4.8,-0.1,-0.026,-0.018,-0.02,0.024,-0.008,3.5,10.9,0.3,0.6,-0.01,-0.005,-0.008,-0.017,7,0.019,-0.052,-1.1,-0.014,6.2,0.019,-0.2,3,-2.67,-0.024,-0.016,1.1,-0.022,-1.2,-0.023,0.197,6,1
0,EASTERN-ILLINOIS,WESTERN-ILLINOIS,73,64,2016,1,-4.8,0.1,0.026,0.018,0.02,-0.024,0.008,-3.5,-10.9,-0.3,-0.6,0.01,0.005,0.008,0.017,-7,-0.019,0.052,1.1,0.014,-6.2,-0.019,0.2,-3,2.67,0.024,0.016,-1.1,0.022,1.2,0.023,-0.197,-6,0
0,BELMONT,WESTERN-KENTUCKY,90,69,2016,1,9.2,-2.2,0.058,0.029,-0.066,0.097,-0.015,8.4,-0.9,-9.5,2.9,-0.045,-0.025,0.074,0.064,-2,-0.062,-0.05,-1.8,-0.028,0.5,-0.026,1.5,-0.3,1.2,0.183,-0.011,1.8,0.059,0.6,0.124,0.298,8,1
0,BELMONT,WESTERN-KENTUCKY,90,69,2016,1,-9.2,2.2,-0.058,-0.029,0.066,-0.097,0.015,-8.4,0.9,9.5,-2.9,0.045,0.025,-0.074,-0.064,2,0.062,0.05,1.8,0.028,-0.5,0.026,-1.5,0.3,-1.2,-0.183,0.011,-1.8,-0.059,-0.6,-0.124,-0.298,-8,0
0,SOUTH-ALABAMA,YOUNGSTOWN-STATE,82,75,2016,1,-0.8,3.2,-0.009,-0.013,0.12,-0.017,0.075,-2.6,1.4,1.3,1.4,-0.016,-0.02,0.119,0.077,-0.1,0.018,0.002,-0.3,-0.008,5.5,-0.028,-3,3.1,-0.34,0.042,-0.015,0.3,-0.001,2.1,-0.001,0.056,1,1
0,SOUTH-ALABAMA,YOUNGSTOWN-STATE,82,75,2016,1,0.8,-3.2,0.009,0.013,-0.12,0.017,-0.075,2.6,-1.4,-1.3,-1.4,0.016,0.02,-0.119,-0.077,0.1,-0.018,-0.002,0.3,0.008,-5.5,0.028,3,-3.1,0.34,-0.042,0.015,-0.3,0.001,-2.1,0.001,-0.056,-1,0
0,DUKE,RHODE-ISLAND,75,65,2016,1,-3.5,-4.8,0.041,0.021,0.001,0.094,0.037,6.9,-1.2,0.3,-0.9,0.024,0.026,-0.139,-0.097,0.1,-0.012,-0.002,-0.1,0.007,-1.9,0.035,2.5,-0.9,6.29,0.06,0.046,0.1,0.05,0.2,0.024,0.043,3,1
0,DUKE,RHODE-ISLAND,75,65,2016,1,3.5,4.8,-0.041,-0.021,-0.001,-0.094,-0.037,-6.9,1.2,-0.3,0.9,-0.024,-0.026,0.139,0.097,-0.1,0.012,0.002,0.1,-0.007,1.9,-0.035,-2.5,0.9,-6.29,-0.06,-0.046,-0.1,-0.05,-0.2,-0.024,-0.043,-3,0
0,KENTUCKY,DUQUESNE,93,59,2016,1,0.5,3,0.04,0.045,0.038,0.028,0.037,14.5,4.2,-16.5,-5.4,-0.024,-0.014,0.002,-0.008,-3.1,-0.01,-0.053,-3.8,-0.026,1.7,0.004,3.3,1.2,9.8,-0.053,0.019,3.8,0.041,-4,0.046,0.529,22,1
0,KENTUCKY,DUQUESNE,93,59,2016,1,-0.5,-3,-0.04,-0.045,-0.038,-0.028,-0.037,-14.5,-4.2,16.5,5.4,0.024,0.014,-0.002,0.008,3.1,0.01,0.053,3.8,0.026,-1.7,-0.004,-3.3,-1.2,-9.8,0.053,-0.019,-3.8,-0.041,4,-0.046,-0.529,-22,0
0,VILLANOVA,CENTRAL-FLORIDA,67,57,2016,1,3.8,-2.1,0.071,0.06,-0.049,0.129,0.012,16.6,-2.6,-3.9,-2.4,0.054,0.054,-0.002,-0.003,1.9,-0.001,-0.002,2.6,0.048,4.9,0.092,-0.6,5,5.59,0.039,0.017,-2.6,0.077,-3.9,0.103,0.222,8,1
0,VILLANOVA,CENTRAL-FLORIDA,67,57,2016,1,-3.8,2.1,-0.071,-0.06,0.049,-0.129,-0.012,-16.6,2.6,3.9,2.4,-0.054,-0.054,0.002,0.003,-1.9,0.001,0.002,-2.6,-0.048,-4.9,-0.092,0.6,-5,-5.59,-0.039,-0.017,2.6,-0.077,3.9,-0.103,-0.222,-8,0
0,VIRGINIA,YALE,62,38,2016,1,-2.4,2.4,-0.007,-0.008,-0.076,-0.023,-0.062,-0.4,-3.2,-1.1,-2.4,-0.03,-0.031,0.077,0.052,-4.1,0.016,-0.011,0.1,-0.021,3.5,-0.039,-7.9,0.9,13.12,-0.024,0.028,-0.1,-0.016,-2.8,-0.031,0.055,5,1
0,VIRGINIA,YALE,62,38,2016,1,2.4,-2.4,0.007,0.008,0.076,0.023,0.062,0.4,3.2,1.1,2.4,0.03,0.031,-0.077,-0.052,4.1,-0.016,0.011,-0.1,0.021,-3.5,0.039,7.9,-0.9,-13.12,0.024,-0.028,0.1,0.016,2.8,0.031,-0.055,-5,0
0,XAVIER,NORTHERN-IOWA,67,59,2016,1,9.2,-0.8,0.047,0.058,0.077,-0.045,0.039,14.6,16.5,2.6,2.8,0.016,0.021,0.082,0.044,-2.5,0.004,-0.028,-10,0.015,-3.1,0.053,3.5,-1.2,6.29,-0.089,0.019,10,0.039,-0.2,0.061,0.165,10,1
0,XAVIER,NORTHERN-IOWA,67,59,2016,1,-9.2,0.8,-0.047,-0.058,-0.077,0.045,-0.039,-14.6,-16.5,-2.6,-2.8,-0.016,-0.021,-0.082,-0.044,2.5,-0.004,0.028,10,-0.015,3.1,-0.053,-3.5,1.2,-6.29,0.089,-0.019,-10,-0.039,0.2,-0.061,-0.165,-10,0
0,MICHIGAN-STATE,FLORIDA-GULF-COAST,78,77,2016,1,13,2.2,-0.014,-0.029,0.006,-0.033,-0.007,-8.7,-4.8,4,1.7,-0.017,-0.015,-0.002,0.014,-1.2,-0.061,0.04,1.3,-0.008,-2.3,-0.058,-1.1,-2.4,13.92,0.065,0.026,-1.3,-0.016,2.7,-0.04,-0.194,-6,1
0,MICHIGAN-STATE,FLORIDA-GULF-COAST,78,77,2016,1,-13,-2.2,0.014,0.029,-0.006,0.033,0.007,8.7,4.8,-4,-1.7,0.017,0.015,0.002,-0.014,1.2,0.061,-0.04,-1.3,0.008,2.3,0.058,1.1,2.4,-13.92,-0.065,-0.026,1.3,0.016,-2.7,0.04,0.194,6,0
0,UCLA,LONG-BEACH-STATE,114,77,2016,1,13.8,5.6,0.105,0.082,-0.101,0.014,-0.069,18.1,-2.8,-3.4,-5.5,-0.041,-0.041,-0.115,-0.086,-3.6,0.015,-0.013,-2.9,-0.047,-2.7,-0.055,2.7,-0.1,6.99,0.073,0.055,2.9,0.085,-3.5,0.112,0.42,16,1
0,UCLA,LONG-BEACH-STATE,114,77,2016,1,-13.8,-5.6,-0.105,-0.082,0.101,-0.014,0.069,-18.1,2.8,3.4,5.5,0.041,0.041,0.115,0.086,3.6,-0.015,0.013,2.9,0.047,2.7,0.055,-2.7,0.1,-6.99,-0.073,-0.055,-2.9,-0.085,3.5,-0.112,-0.42,-16,0
0,WEST-VIRGINIA,NEW-HAMPSHIRE,100,41,2016,1,6.5,9.2,0.003,0.016,0.038,-0.04,0.011,7.4,8.4,8.2,0.1,0.005,-0.001,0.141,0.111,9.7,0.003,0.031,2.2,0.022,10.2,-0.019,4.6,7.9,14.13,-0.082,0.01,-2.2,-0.001,-2,0.001,0.132,8,1
0,WEST-VIRGINIA,NEW-HAMPSHIRE,100,41,2016,1,-6.5,-9.2,-0.003,-0.016,-0.038,0.04,-0.011,-7.4,-8.4,-8.2,-0.1,-0.005,0.001,-0.141,-0.111,-9.7,-0.003,-0.031,-2.2,-0.022,-10.2,0.019,-4.6,-7.9,-14.13,0.082,-0.01,2.2,0.001,2,-0.001,-0.132,-8,0
0,IOWA-STATE,CITADEL,130,63,2016,1,-3.6,3,0.05,0.056,-0.064,-0.057,-0.064,5,-4.5,-4.7,-2.2,-0.087,-0.084,-0.156,-0.11,-2.7,0.022,-0.041,-1.8,-0.086,-1.6,-0.1,-12,-0.3,14.87,-0.101,0.059,1.8,0.031,-2.1,0.029,0.322,12,1
0,IOWA-STATE,CITADEL,130,63,2016,1,3.6,-3,-0.05,-0.056,0.064,0.057,0.064,-5,4.5,4.7,2.2,0.087,0.084,0.156,0.11,2.7,-0.022,0.041,1.8,0.086,1.6,0.1,12,0.3,-14.87,0.101,-0.059,-1.8,-0.031,2.1,-0.029,-0.322,-12,0
0,CREIGHTON,NORTH-CAROLINA-STATE,112,94,2016,1,4,-3.1,0.049,0.036,-0.085,-0.018,-0.064,5.2,-5,-0.9,0.1,-0.018,-0.013,-0.016,-0.018,-2.5,0.012,-0.039,0.8,-0.021,3.4,0.005,1,1.4,0.86,0.023,0.041,-0.8,0.034,-0.9,0.041,0.245,10,1
0,CREIGHTON,NORTH-CAROLINA-STATE,112,94,2016,1,-4,3.1,-0.049,-0.036,0.085,0.018,0.064,-5.2,5,0.9,-0.1,0.018,0.013,0.016,0.018,2.5,-0.012,0.039,-0.8,0.021,-3.4,-0.005,-1,-1.4,-0.86,-0.023,-0.041,0.8,-0.034,0.9,-0.041,-0.245,-10,0
0,CINCINNATI,PENN-STATE,71,50,2016,1,3.1,-0.1,0.047,0.043,-0.004,-0.059,-0.022,14.8,8.9,1.4,-1.8,-0.04,-0.041,-0.021,-0.008,-1.5,0.03,-0.02,-5.7,-0.034,-0.3,-0.05,-6.4,1.8,-3.41,0.02,0.007,5.7,0.032,-2.9,0.067,0.378,15,1
0,CINCINNATI,PENN-STATE,71,50,2016,1,-3.1,0.1,-0.047,-0.043,0.004,0.059,0.022,-14.8,-8.9,-1.4,1.8,0.04,0.041,0.021,0.008,1.5,-0.03,0.02,5.7,0.034,0.3,0.05,6.4,-1.8,3.41,-0.02,-0.007,-5.7,-0.032,2.9,-0.067,-0.378,-15,0
