,winner,loser,winner_score,loser_score,year,joincol,assist_percentage,block_percentage,effective_field_goal_percentage,field_goal_percentage,free_throw_attempt_rate,free_throw_percentage,free_throws_per_field_goal_attempt,offensive_rating,offensive_rebound_percentage,opp_assist_percentage,opp_block_percentage,opp_effective_field_goal_percentage,opp_field_goal_percentage,opp_free_throw_attempt_rate,opp_free_throws_per_field_goal_attempt,opp_offensive_rebound_percentage,opp_three_point_attempt_rate,opp_three_point_field_goal_percentage,opp_total_rebound_percentage,opp_true_shooting_percentage,opp_turnover_percentage,opp_two_point_field_goal_percentage,pace,steal_percentage,strength_of_schedule,three_point_attempt_rate,three_point_field_goal_percentage,total_rebound_percentage,true_shooting_percentage,turnover_percentage,two_point_field_goal_percentage,win_percentage,wins,did_win
0,ST-JOHNS-NY,BETHUNE-COOKMAN,100,53,2016,1,1.8,-7.3,-0.031,-0.018,-0.088,-0.062,-0.08,-5.2,3.7,4.8,0.8,0.005,0.008,-0.005,-0.015,2.2,0.018,-0.04,-0.1,-0.001,-0.4,0.038,-3.8,1.4,-19.6,-0.03,-0.044,0.1,-0.043,-0.3,-0.008,-0.111,-4,0
0,NORTHEASTERN,BOSTON-UNIVERSITY,87,77,2016,1,-1,2.2,0.018,0.013,0.042,-0.015,0.023,2.8,-2.6,-4.7,1.9,0.02,0.03,-0.055,-0.034,-1.3,-0.053,0.001,0.4,0.015,-3.2,0.037,-2.6,-3.6,2.75,0.014,0.013,-0.4,0.016,-0.8,0.017,-0.079,-3,1
0,NORTHEASTERN,BOSTON-UNIVERSITY,87,77,2016,1,1,-2.2,-0.018,-0.013,-0.042,0.015,-0.023,-2.8,2.6,4.7,-1.9,-0.02,-0.03,0.055,0.034,1.3,0.053,-0.001,-0.4,-0.015,3.2,-0.037,2.6,3.6,-2.75,-0.014,-0.013,0.4,-0.016,0.8,-0.017,0.079,3,0
0,OAKLAND,BOWLING-GREEN-STATE,78,70,2016,1,14.7,4.5,0.034,0.03,0.011,0.094,0.042,6.1,0.9,3.3,-1.3,-0.066,-0.057,-0.054,-0.046,0.6,-0.032,-0.022,-2.7,-0.067,-1.3,-0.083,1.8,1.1,-1,0.03,-0.007,2.7,0.044,0.9,0.056,0.329,12,1
0,OAKLAND,BOWLING-GREEN-STATE,78,70,2016,1,-14.7,-4.5,-0.034,-0.03,-0.011,-0.094,-0.042,-6.1,-0.9,-3.3,1.3,0.066,0.057,0.054,0.046,-0.6,0.032,0.022,2.7,0.067,1.3,0.083,-1.8,-1.1,1,-0.03,0.007,-2.7,-0.044,-0.9,-0.056,-0.329,-12,0
0,CINCINNATI,BROWN,84,55,2016,1,3.2,8.6,0.004,0.015,-0.12,-0.073,-0.115,8.2,8.4,-0.6,-4.4,-0.115,-0.11,-0.082,-0.053,-0.4,0.001,-0.029,-5.5,-0.104,-2,-0.158,-7,0.6,9.57,-0.04,-0.021,5.5,-0.019,-4.7,0.028,0.4,17,1
0,CINCINNATI,BROWN,84,55,2016,1,-3.2,-8.6,-0.004,-0.015,0.12,0.073,0.115,-8.2,-8.4,0.6,4.4,0.115,0.11,0.082,0.053,0.4,-0.001,0.029,5.5,0.104,2,0.158,7,-0.6,-9.57,0.04,0.021,-5.5,0.019,4.7,-0.028,-0.4,-17,0
0,BUFFALO,NIAGARA,76,66,2016,1,3.1,-1,0.037,0.035,0.03,-0.058,0.001,3.9,3.1,-4.3,-1.2,-0.029,-0.026,0.116,0.065,-2,0,-0.019,-3.3,-0.022,1.3,-0.03,1.1,0.5,3.36,0.046,-0.036,3.3,0.026,1.2,0.083,0.228,7,1
0,BUFFALO,NIAGARA,76,66,2016,1,-3.1,1,-0.037,-0.035,-0.03,0.058,-0.001,-3.9,-3.1,4.3,1.2,0.029,0.026,-0.116,-0.065,2,0,0.019,3.3,0.022,-1.3,0.03,-1.1,-0.5,-3.36,-0.046,0.036,-3.3,-0.026,-1.2,-0.083,-0.228,-7,0
0,PEPPERDINE,CAL-POLY,77,68,2016,1,7.6,-2.1,0.02,0.043,0.003,-0.056,-0.015,-1.1,0.2,6.2,-0.1,0.043,0.02,-0.107,-0.079,-1.1,0.094,0.027,-1.3,0.028,-1.9,0.03,3.1,-0.5,6.09,-0.155,0.029,1.3,0.01,1.8,0.024,-0.065,-2,1
0,PEPPERDINE,CAL-POLY,77,68,2016,1,-7.6,2.1,-0.02,-0.043,-0.003,0.056,0.015,1.1,-0.2,-6.2,0.1,-0.043,-0.02,0.107,0.079,1.1,-0.094,-0.027,1.3,-0.028,1.9,-0.03,-3.1,0.5,-6.09,0.155,-0.029,-1.3,-0.01,-1.8,-0.024,0.065,2,0
0,PORTLAND,CALIFORNIA-RIVERSIDE,71,55,2016,1,-6.2,0.9,0.018,0.011,0.069,0.045,0.064,5.1,-0.7,-3.5,2.9,0.018,0.012,-0.044,-0.042,3.2,0.014,0.018,1.3,0.008,-2.6,0.011,-2.2,-2.6,6.19,-0.011,0.06,-1.3,0.029,-0.1,-0.016,0.057,3,1
0,PORTLAND,CALIFORNIA-RIVERSIDE,71,55,2016,1,6.2,-0.9,-0.018,-0.011,-0.069,-0.045,-0.064,-5.1,0.7,3.5,-2.9,-0.018,-0.012,0.044,0.042,-3.2,-0.014,-0.018,-1.3,-0.008,2.6,-0.011,2.2,2.6,-6.19,0.011,-0.06,1.3,-0.029,0.1,0.016,-0.057,-3,0
0,OKLAHOMA-STATE,CAMPBELL,102,65,2016,1,3.3,-3.2,0.009,0.011,0.022,0.038,0.03,12.7,13.8,0,3.1,0.04,0.035,0.063,0.049,4,-0.008,0.03,-3.6,0.04,2.5,0.038,4.9,0.8,19.81,-0.044,0.034,3.6,0.015,-1.8,-0.012,0.092,1,1
0,OKLAHOMA-STATE,CAMPBELL,102,65,2016,1,-3.3,3.2,-0.009,-0.011,-0.022,-0.038,-0.03,-12.7,-13.8,0,-3.1,-0.04,-0.035,-0.063,-0.049,-4,0.008,-0.03,3.6,-0.04,-2.5,-0.038,-4.9,-0.8,-19.81,0.044,-0.034,-3.6,-0.015,1.8,0.012,-0.092,-1,0
0,CHATTANOOGA,TENNESSEE,82,69,2016,1,-7.8,0.4,0.061,0.044,-0.03,-0.019,-0.029,5.5,-0.8,-0.2,1,0.01,0.018,-0.067,-0.026,1.9,-0.032,-0.014,1.4,0.012,2.2,0.025,-3.4,3.8,-12.26,0.084,0.02,-1.4,0.046,1.9,0.078,0.113,3,1
0,CHATTANOOGA,TENNESSEE,82,69,2016,1,7.8,-0.4,-0.061,-0.044,0.03,0.019,0.029,-5.5,0.8,0.2,-1,-0.01,-0.018,0.067,0.026,-1.9,0.032,0.014,-1.4,-0.012,-2.2,-0.025,3.4,-3.8,12.26,-0.084,-0.02,1.4,-0.046,-1.9,-0.078,-0.113,-3,0
0,COLLEGE-OF-CHARLESTON,CITADEL,81,68,2016,1,-13,3.9,-0.009,0.016,0.089,-0.021,0.058,-2.6,-4.5,-8.3,-1.6,-0.099,-0.093,-0.097,-0.081,-5.5,0.046,-0.079,-3.2,-0.098,-2.1,-0.088,-17,-2.7,2.74,-0.134,-0.013,3.2,-0.002,-0.7,0.001,0.35,13,1
0,COLLEGE-OF-CHARLESTON,CITADEL,81,68,2016,1,13,-3.9,0.009,-0.016,-0.089,0.021,-0.058,2.6,4.5,8.3,1.6,0.099,0.093,0.097,0.081,5.5,-0.046,0.079,3.2,0.098,2.1,0.088,17,2.7,-2.74,0.134,0.013,-3.2,0.002,0.7,-0.001,-0.35,-13,0
0,ALABAMA,COASTAL-CAROLINA,70,53,2016,1,2.5,2.9,-0.005,0.001,0.093,-0.005,0.059,-1.4,3.1,-8.9,-0.7,-0.035,-0.012,0.079,0.042,0.5,-0.128,-0.003,-1.8,-0.029,2.5,-0.047,-3.6,0.1,8.95,-0.027,-0.013,1.8,0.001,1.7,0.003,0.046,-1,1
0,ALABAMA,COASTAL-CAROLINA,70,53,2016,1,-2.5,-2.9,0.005,-0.001,-0.093,0.005,-0.059,1.4,-3.1,8.9,0.7,0.035,0.012,-0.079,-0.042,-0.5,0.128,0.003,1.8,0.029,-2.5,0.047,3.6,-0.1,-8.95,0.027,0.013,-1.8,-0.001,-1.7,-0.003,-0.046,1,0
0,COLUMBIA,STONY-BROOK,73,66,2016,1,8.2,-0.2,0.031,0.033,-0.039,-0.013,-0.032,-0.9,-1.4,13.4,3,0.007,-0.005,-0.056,-0.045,2.4,0.085,-0.014,0.4,0,0.3,0.017,2.6,1.9,1.92,-0.043,0.034,-0.4,0.022,3,0.023,-0.156,-7,1
0,COLUMBIA,STONY-BROOK,73,66,2016,1,-8.2,0.2,-0.031,-0.033,0.039,0.013,0.032,0.9,1.4,-13.4,-3,-0.007,0.005,0.056,0.045,-2.4,-0.085,0.014,-0.4,0,-0.3,-0.017,-2.6,-1.9,-1.92,0.043,-0.034,0.4,-0.022,-3,-0.023,0.156,7,0
0,HOFSTRA,COPPIN-STATE,74,72,2016,1,2,-0.1,0.077,0.061,-0.029,0.034,-0.005,18,2.7,-0.7,-1.3,-0.015,-0.008,-0.117,-0.074,-3.8,-0.056,0.016,-4,-0.017,-3.2,-0.036,-1.5,-1.6,6.11,0.031,0.049,4,0.068,-3.5,0.075,0.219,7,1
0,HOFSTRA,COPPIN-STATE,74,72,2016,1,-2,0.1,-0.077,-0.061,0.029,-0.034,0.005,-18,-2.7,0.7,1.3,0.015,0.008,0.117,0.074,3.8,0.056,-0.016,4,0.017,3.2,0.036,1.5,1.6,-6.11,-0.031,-0.049,-4,-0.068,3.5,-0.075,-0.219,-7,0
0,BINGHAMTON,CORNELL,68,62,2016,1,-2.5,0.2,-0.019,-0.016,0.022,0.007,0.018,0.6,0.9,4.8,-1.9,0.001,-0.006,0.003,-0.016,0,0.037,0.007,0.1,-0.006,1.5,-0.005,-3.9,0.5,-4.24,-0.047,0.023,-0.1,-0.015,-1.9,-0.057,0.099,4,1
0,BINGHAMTON,CORNELL,68,62,2016,1,2.5,-0.2,0.019,0.016,-0.022,-0.007,-0.018,-0.6,-0.9,-4.8,1.9,-0.001,0.006,-0.003,0.016,0,-0.037,-0.007,-0.1,0.006,-1.5,0.005,3.9,-0.5,4.24,0.047,-0.023,0.1,0.015,1.9,0.057,-0.099,-4,0
0,MONMOUTH,DREXEL,78,65,2016,1,-7.9,3.8,0.008,0.002,0.062,0.091,0.075,5,-1.3,1.1,2.5,-0.056,-0.055,-0.032,-0.015,0.1,0.02,-0.023,-0.4,-0.046,1.6,-0.07,2.8,1.1,-0.06,0.009,0.028,0.4,0.025,-1.2,-0.013,0.513,18,1
0,MONMOUTH,DREXEL,78,65,2016,1,7.9,-3.8,-0.008,-0.002,-0.062,-0.091,-0.075,-5,1.3,-1.1,-2.5,0.056,0.055,0.032,0.015,-0.1,-0.02,0.023,0.4,0.046,-1.6,0.07,-2.8,-1.1,0.06,-0.009,-0.028,-0.4,-0.025,1.2,0.013,-0.513,-18,0
0,PITTSBURGH,EASTERN-MICHIGAN,93,90,2016,1,10.3,-4.4,0.014,-0.007,0.044,0.008,0.035,-1.6,-6.2,-9.8,4.3,0.025,0.027,-0.209,-0.152,-4.5,-0.037,0.024,-0.2,0.002,-6.8,0.02,-4,-7.8,10.9,0.098,0.018,0.2,0.017,1.2,0.002,0,0,1
0,PITTSBURGH,EASTERN-MICHIGAN,93,90,2016,1,-10.3,4.4,-0.014,0.007,-0.044,-0.008,-0.035,1.6,6.2,9.8,-4.3,-0.025,-0.027,0.209,0.152,4.5,0.037,-0.024,0.2,-0.002,6.8,-0.02,4,7.8,-10.9,-0.098,-0.018,-0.2,-0.017,-1.2,-0.002,0,0,0
0,SETON-HALL,FAIRLEIGH-DICKINSON,91,70,2016,1,-2.1,-0.4,0,0.007,0.014,-0.122,-0.035,1.7,7.9,-7.7,1.5,-0.021,-0.018,-0.069,-0.039,-8,-0.012,-0.001,-7.4,-0.018,-1.2,-0.029,-1.2,1,14.56,-0.047,0.006,7.4,-0.018,-0.1,-0.004,0.269,10,1
0,SETON-HALL,FAIRLEIGH-DICKINSON,91,70,2016,1,2.1,0.4,0,-0.007,-0.014,0.122,0.035,-1.7,-7.9,7.7,-1.5,0.021,0.018,0.069,0.039,8,0.012,0.001,7.4,0.018,1.2,0.029,1.2,-1,-14.56,0.047,-0.006,-7.4,0.018,0.1,0.004,-0.269,-10,0
0,SOUTH-FLORIDA,FLORIDA-AM,84,73,2016,1,1.3,2.2,0.002,0.002,-0.067,-0.002,-0.045,-4.4,4.6,12.4,4.5,-0.018,-0.027,0.06,0.044,0.5,0.004,0.035,-2.8,-0.011,-0.5,-0.068,-3,-0.1,14.24,0,-0.002,2.8,-0.004,4.1,0.003,0,0,1
0,SOUTH-FLORIDA,FLORIDA-AM,84,73,2016,1,-1.3,-2.2,-0.002,-0.002,0.067,0.002,0.045,4.4,-4.6,-12.4,-4.5,0.018,0.027,-0.06,-0.044,-0.5,-0.004,-0.035,2.8,0.011,0.5,0.068,3,0.1,-14.24,0,0.002,-2.8,0.004,-4.1,-0.003,0,0,0
0,FLORIDA,FLORIDA-GULF-COAST,80,59,2016,1,-5.1,2.1,-0.038,-0.049,0.073,0.027,0.062,-3.8,-2.1,-8.7,0.4,-0.026,-0.015,-0.008,0.003,1,-0.074,-0.001,2.6,-0.019,1.9,-0.042,0.8,2,14.43,0.051,0.011,-2.6,-0.023,-0.7,-0.066,-0.015,1,1
0,FLORIDA,FLORIDA-GULF-COAST,80,59,2016,1,5.1,-2.1,0.038,0.049,-0.073,-0.027,-0.062,3.8,2.1,8.7,-0.4,0.026,0.015,0.008,-0.003,-1,0.074,0.001,-2.6,0.019,-1.9,0.042,-0.8,-2,-14.43,-0.051,-0.011,2.6,0.023,0.7,0.066,0.015,-1,0
0,EAST-TENNESSEE-STATE,FORDHAM,96,59,2016,1,-4.1,4.3,0.065,0.072,0.166,-0.024,0.111,13.9,7.9,-18.4,-1.5,-0.044,-0.045,-0.056,-0.038,-3.8,0.01,-0.005,-8.8,-0.04,-3.5,-0.068,4.6,-2.9,-3.47,-0.092,0.048,8.8,0.067,0.8,0.065,0.365,14,1
0,EAST-TENNESSEE-STATE,FORDHAM,96,59,2016,1,4.1,-4.3,-0.065,-0.072,-0.166,0.024,-0.111,-13.9,-7.9,18.4,1.5,0.044,0.045,0.056,0.038,3.8,-0.01,0.005,8.8,0.04,3.5,0.068,-4.6,2.9,3.47,0.092,-0.048,-8.8,-0.067,-0.8,-0.065,-0.365,-14,0
0,PRESBYTERIAN,FURMAN,73,71,2016,1,-2.5,0.4,-0.087,-0.061,-0.032,-0.011,-0.026,-16.8,1.1,4.5,3,0.055,0.034,0.027,0.021,6.1,0.028,0.076,3.5,0.05,-2.5,0.01,-1.3,-3.1,-2.2,-0.104,-0.039,-3.5,-0.08,2.9,-0.094,-0.49,-18,1
0,PRESBYTERIAN,FURMAN,73,71,2016,1,2.5,-0.4,0.087,0.061,0.032,0.011,0.026,16.8,-1.1,-4.5,-3,-0.055,-0.034,-0.027,-0.021,-6.1,-0.028,-0.076,-3.5,-0.05,2.5,-0.01,1.3,3.1,2.2,0.104,0.039,3.5,0.08,-2.9,0.094,0.49,18,0
0,SOUTHERN-METHODIST,GARDNER-WEBB,72,44,2016,1,8.7,1.4,0.013,-0.006,-0.07,0.073,-0.017,10.5,5.2,-1.2,-0.4,-0.019,-0.032,-0.151,-0.103,-0.9,0.1,-0.022,-3.5,-0.03,-2.1,-0.017,-7.7,-3.1,10.16,0.075,0.027,3.5,0.019,-2.8,-0.009,0.281,11,1
0,SOUTHERN-METHODIST,GARDNER-WEBB,72,44,2016,1,-8.7,-1.4,-0.013,0.006,0.07,-0.073,0.017,-10.5,-5.2,1.2,0.4,0.019,0.032,0.151,0.103,0.9,-0.1,0.022,3.5,0.03,2.1,0.017,7.7,3.1,-10.16,-0.075,-0.027,-3.5,-0.019,2.8,0.009,-0.281,-11,0
0,CLEMSON,GEORGIA,74,64,2016,1,-3.8,0.9,0.026,0.01,-0.065,-0.026,-0.058,8,2.7,1.3,0.1,0.047,0.042,-0.1,-0.054,4,0.006,0.021,2.2,0.04,2.7,0.056,-2,2.9,-0.3,0.062,0.032,-2.2,0.011,-2.7,0.014,-0.044,-2,1
0,CLEMSON,GEORGIA,74,64,2016,1,3.8,-0.9,-0.026,-0.01,0.065,0.026,0.058,-8,-2.7,-1.3,-0.1,-0.047,-0.042,0.1,0.054,-4,-0.006,-0.021,-2.2,-0.04,-2.7,-0.056,2,-2.9,0.3,-0.062,-0.032,2.2,-0.011,2.7,-0.014,0.044,2,0
0,NORTH-CAROLINA-STATE,GEORGIA-SOUTHERN,81,79,2016,1,10.8,1.9,0.007,0.027,-0.038,0.036,-0.013,0.4,3.8,-2.7,-2.6,0.013,0.016,-0.036,-0.01,-1,-0.055,0.03,-3.3,0.015,-3.1,-0.005,1.4,-2.6,10.92,-0.103,-0.006,3.3,0.009,1.5,0.022,-0.076,-3,1
0,NORTH-CAROLINA-STATE,GEORGIA-SOUTHERN,81,79,2016,1,-10.8,-1.9,-0.007,-0.027,0.038,-0.036,0.013,-0.4,-3.8,2.7,2.6,-0.013,-0.016,0.036,0.01,1,0.055,-0.03,3.3,-0.015,3.1,0.005,-1.4,2.6,-10.92,0.103,0.006,-3.3,-0.009,-1.5,-0.022,0.076,3,0
0,EAST-CAROLINA,GRAMBLING,72,57,2016,1,11.2,6.3,-0.022,-0.035,-0.009,-0.006,-0.009,-6.2,-0.9,-2.2,1.3,-0.096,-0.082,-0.146,-0.086,-2.6,-0.035,-0.046,-2.8,-0.088,-6.9,-0.109,-3,-4.9,13.22,0.073,0.003,2.8,-0.021,1.4,-0.037,-0.03,-1,1
0,EAST-CAROLINA,GRAMBLING,72,57,2016,1,-11.2,-6.3,0.022,0.035,0.009,0.006,0.009,6.2,0.9,2.2,-1.3,0.096,0.082,0.146,0.086,2.6,0.035,0.046,2.8,0.088,6.9,0.109,3,4.9,-13.22,-0.073,-0.003,-2.8,0.021,-1.4,0.037,0.03,1,0
0,CENTRAL-CONNECTICUT-STATE,HARTFORD,75,60,2016,1,0.2,-2.3,-0.008,0.019,0.007,-0.079,-0.021,-0.4,6.7,-3.2,-1.6,0.02,0.014,-0.003,-0.005,-1.9,0.049,-0.009,-3.5,0.016,1.7,0.035,-3.5,-1.6,-2.12,-0.167,0.011,3.5,-0.018,0.1,-0.003,-0.074,-3,1
0,CENTRAL-CONNECTICUT-STATE,HARTFORD,75,60,2016,1,-0.2,2.3,0.008,-0.019,-0.007,0.079,0.021,0.4,-6.7,3.2,1.6,-0.02,-0.014,0.003,0.005,1.9,-0.049,0.009,3.5,-0.016,-1.7,-0.035,3.5,1.6,2.12,0.167,-0.011,-3.5,0.018,-0.1,0.003,0.074,3,0
0,STANFORD,HARVARD,80,70,2016,1,-3.2,-5.5,-0.035,-0.007,0.055,-0.061,0.017,-6.6,-0.2,4.8,1.3,0.053,0.032,-0.009,-0.001,-1.9,0.051,0.069,0.2,0.047,1.9,0.021,2.1,0.5,10.83,-0.132,-0.035,-0.2,-0.035,-0.5,-0.024,-0.191,-4,1
0,STANFORD,HARVARD,80,70,2016,1,3.2,5.5,0.035,0.007,-0.055,0.061,-0.017,6.6,0.2,-4.8,-1.3,-0.053,-0.032,0.009,0.001,1.9,-0.051,-0.069,-0.2,-0.047,-1.9,-0.021,-2.1,-0.5,-10.83,0.132,0.035,0.2,0.035,0.5,0.024,0.191,4,0
0,TEXAS-TECH,HOUSTON-BAPTIST,93,67,2016,1,-1.4,3.1,0.027,0.017,-0.019,0.034,-0.001,1.6,-6.8,-1.8,-1.2,-0.015,-0.026,-0.007,-0.013,-1.3,0.063,-0.002,1.8,-0.017,1.8,-0.026,-7,-0.7,12.3,0.027,0.027,-1.8,0.026,-0.7,0.019,0.015,1,1
0,TEXAS-TECH,HOUSTON-BAPTIST,93,67,2016,1,1.4,-3.1,-0.027,-0.017,0.019,-0.034,0.001,-1.6,6.8,1.8,1.2,0.015,0.026,0.007,0.013,1.3,-0.063,0.002,-1.8,0.017,-1.8,0.026,7,0.7,-12.3,-0.027,-0.027,1.8,-0.026,0.7,-0.019,-0.015,-1,0
0,MICHIGAN,HOWARD,76,58,2016,1,10.1,-2.7,0.134,0.093,-0.148,0.122,-0.061,23.5,-8,-12.2,-0.1,0.027,0.039,-0.088,-0.065,-3.8,-0.08,0.023,1.5,0.016,1.4,0.032,-4.6,1.3,18.14,0.133,0.094,-1.5,0.121,-5.4,0.127,0.39,16,1
0,MICHIGAN,HOWARD,76,58,2016,1,-10.1,2.7,-0.134,-0.093,0.148,-0.122,0.061,-23.5,8,12.2,0.1,-0.027,-0.039,0.088,0.065,3.8,0.08,-0.023,-1.5,-0.016,-1.4,-0.032,4.6,-1.3,-18.14,-0.133,-0.094,1.5,-0.121,5.4,-0.127,-0.39,-16,0
0,NEW-MEXICO,IDAHO-STATE,81,70,2016,1,11.3,3.6,-0.002,0.026,0.082,0.062,0.085,5.2,5.1,5.3,-1.5,-0.054,-0.048,0.043,0.02,-4.1,0,-0.027,-6.1,-0.047,0.6,-0.063,0.4,-1.6,5.44,-0.124,-0.032,6.1,0.016,-0.3,0.025,0.387,12,1
0,NEW-MEXICO,IDAHO-STATE,81,70,2016,1,-11.3,-3.6,0.002,-0.026,-0.082,-0.062,-0.085,-5.2,-5.1,-5.3,1.5,0.054,0.048,-0.043,-0.02,4.1,0,0.027,6.1,0.047,-0.6,0.063,-0.4,1.6,-5.44,0.124,0.032,-6.1,-0.016,0.3,-0.025,-0.387,-12,0
0,SAN-FRANCISCO,ILLINOIS-CHICAGO,82,80,2016,1,-6.5,-3.8,0.017,0.005,-0.133,-0.075,-0.114,1,-5.1,-4,1.6,0.002,0,0.016,-0.004,-3,0.034,-0.022,1.6,-0.004,2.5,0.015,-4.6,2.3,4.05,0.089,-0.015,-1.6,-0.005,-3,0.039,0.134,3,1
0,SAN-FRANCISCO,ILLINOIS-CHICAGO,82,80,2016,1,6.5,3.8,-0.017,-0.005,0.133,0.075,0.114,-1,5.1,4,-1.6,-0.002,0,-0.016,0.004,3,-0.034,0.022,-1.6,0.004,-2.5,-0.015,4.6,-2.3,-4.05,-0.089,0.015,1.6,0.005,3,-0.039,-0.134,-3,0
0,MURRAY-STATE,ILLINOIS-STATE,73,70,2016,1,-4.9,-8.3,-0.001,0.002,0.067,0.071,0.071,5.5,1.2,-2.9,0.9,0.073,0.071,0.056,0.045,0.6,-0.019,0.032,0.8,0.07,-0.9,0.091,5.3,-2.5,-7.12,-0.01,-0.009,-0.8,0.015,-1.5,0.007,-0.315,-12,1
0,MURRAY-STATE,ILLINOIS-STATE,73,70,2016,1,4.9,8.3,0.001,-0.002,-0.067,-0.071,-0.071,-5.5,-1.2,2.9,-0.9,-0.073,-0.071,-0.056,-0.045,-0.6,0.019,-0.032,-0.8,-0.07,0.9,-0.091,-5.3,2.5,7.12,0.01,0.009,0.8,-0.015,1.5,-0.007,0.315,12,0
0,NORTHERN-ILLINOIS,INDIANA-STATE,80,78,2016,1,-12.8,-2.5,-0.005,0.022,0.071,-0.004,0.047,4.7,11.2,8.3,-4.3,0.03,0.016,-0.046,-0.04,-1.1,0.103,-0.026,-5.5,0.018,2.9,0.057,-0.8,0.9,-5.23,-0.124,-0.037,5.5,0.001,0.3,0.025,0.114,4,1
0,NORTHERN-ILLINOIS,INDIANA-STATE,80,78,2016,1,12.8,2.5,0.005,-0.022,-0.071,0.004,-0.047,-4.7,-11.2,-8.3,4.3,-0.03,-0.016,0.046,0.04,1.1,-0.103,0.026,5.5,-0.018,-2.9,-0.057,0.8,-0.9,5.23,0.124,0.037,-5.5,-0.001,-0.3,-0.025,-0.114,-4,0
0,ARKANSAS,IPFW,92,83,2016,1,-4.8,1.4,-0.065,-0.035,0.117,0.036,0.099,-3.3,2.6,-4,1.1,-0.046,-0.026,0.077,0.041,10.6,-0.053,-0.051,3.8,-0.039,-1,-0.02,-3.4,0.7,11.79,-0.117,-0.037,-3.8,-0.041,-1.5,-0.062,0.116,6,1
0,ARKANSAS,IPFW,92,83,2016,1,4.8,-1.4,0.065,0.035,-0.117,-0.036,-0.099,3.3,-2.6,4,-1.1,0.046,0.026,-0.077,-0.041,-10.6,0.053,0.051,-3.8,0.039,1,0.02,3.4,-0.7,-11.79,0.117,0.037,3.8,0.041,1.5,0.062,-0.116,-6,0
0,EASTERN-KENTUCKY,IUPUI,97,87,2016,1,4.8,2.7,-0.03,-0.023,0.04,0.022,0.036,-8,-3.3,5.8,-1.3,-0.027,-0.028,0.001,-0.01,4.1,0.018,-0.012,2.6,-0.027,0.1,-0.033,-2.3,-0.9,-0.82,0.039,-0.067,-2.6,-0.018,2.3,0.016,-0.051,-2,1
0,EASTERN-KENTUCKY,IUPUI,97,87,2016,1,-4.8,-2.7,0.03,0.023,-0.04,-0.022,-0.036,8,3.3,-5.8,1.3,0.027,0.028,-0.001,0.01,-4.1,-0.018,0.012,-2.6,0.027,-0.1,0.033,2.3,0.9,0.82,-0.039,0.067,2.6,0.018,-2.3,-0.016,0.051,2,0
0,JACKSONVILLE-STATE,TULSA,84,73,2016,1,5.9,3.5,0.039,0.04,-0.082,-0.015,-0.065,6.6,2.1,-0.5,-4.5,-0.018,-0.017,0.008,0.011,-0.5,-0.025,0.015,-1.6,-0.013,-1.6,-0.04,-2.5,0.1,-8.53,-0.041,0.034,1.6,0.023,-1,0.034,0.102,5,1
0,JACKSONVILLE-STATE,TULSA,84,73,2016,1,-5.9,-3.5,-0.039,-0.04,0.082,0.015,0.065,-6.6,-2.1,0.5,4.5,0.018,0.017,-0.008,-0.011,0.5,0.025,-0.015,1.6,0.013,1.6,0.04,2.5,-0.1,8.53,0.041,-0.034,-1.6,-0.023,1,-0.034,-0.102,-5,0
0,OLD-DOMINION,JAMES-MADISON,62,55,2016,1,8,5.7,-0.048,-0.032,-0.018,-0.074,-0.038,0.2,6.3,-3.4,-0.2,-0.049,-0.039,0.002,-0.004,0.4,-0.047,-0.01,-1.5,-0.043,1.8,-0.068,-2,1,0.48,-0.088,-0.007,1.5,-0.054,-4.2,-0.064,0.31,9,1
0,OLD-DOMINION,JAMES-MADISON,62,55,2016,1,-8,-5.7,0.048,0.032,0.018,0.074,0.038,-0.2,-6.3,3.4,0.2,0.049,0.039,-0.002,0.004,-0.4,0.047,0.01,1.5,0.043,-1.8,0.068,2,-1,-0.48,0.088,0.007,-1.5,0.054,4.2,0.064,-0.31,-9,0
0,IOWA,KENNESAW-STATE,91,74,2016,1,5.6,2,0.01,-0.007,0.041,-0.003,0.027,2.8,0.5,16,2,-0.02,-0.027,-0.092,-0.06,3.6,0.054,-0.015,0.9,-0.022,1.1,-0.022,1.3,2.8,13.51,0.117,-0.037,-0.9,0.012,-0.3,0.022,0.121,5,1
0,IOWA,KENNESAW-STATE,91,74,2016,1,-5.6,-2,-0.01,0.007,-0.041,0.003,-0.027,-2.8,-0.5,-16,-2,0.02,0.027,0.092,0.06,-3.6,-0.054,0.015,-0.9,0.022,-1.1,0.022,-1.3,-2.8,-13.51,-0.117,0.037,0.9,-0.012,0.3,-0.022,-0.121,-5,0
0,TEMPLE,LA-SALLE,97,92,2016,1,1.6,4.5,-0.036,-0.035,-0.119,-0.043,-0.103,-4.2,1.9,-1.4,2.4,-0.052,-0.037,-0.01,-0.006,4.6,-0.033,-0.051,1.9,-0.046,0,-0.036,-1.2,0.4,2.15,0.001,-0.008,-1.9,-0.049,-2.1,-0.054,0,1,1
0,TEMPLE,LA-SALLE,97,92,2016,1,-1.6,-4.5,0.036,0.035,0.119,0.043,0.103,4.2,-1.9,1.4,-2.4,0.052,0.037,0.01,0.006,-4.6,0.033,0.051,-1.9,0.046,0,0.036,1.2,-0.4,-2.15,-0.001,0.008,1.9,0.049,2.1,0.054,0,-1,0
